202;...2;...3;...4;codes;category;scheme;pre1;pre2;pre3;phrase;feature;subst;ar;regex;repl;regexcor;test;version;regxmean
41;41;41;38;9nst;1;9;%;N;NS;nonstandard;not specified;%NNS: nonstandard not specified;38;(# 9nst#)|(# 9nst#)|(9nst)|(9nst)|(9nst)|(9nst\.)|(#9nst#)|(#9nst #)|(# 9nst#)|(#9nst)|(9wohl/woll);%#%;9nst;test3;v2_9;4
42;42;42;39;9nst;1;9;%;N;NS;nonstandard;not specified;%NNS: nonstandard not specified;38;(# 9nst#)|(# 9nst#)|(9nst)|(9nst)|(9nst)|(9nst\.)|(#9nst#)|(#9nst #)|(# 9nst#)|(#9nst)|(9wohl/woll);%#%;9nst;test3;v2_9;4
43;43;43;40;9nst;1;9;%;N;NS;nonstandard;not specified;%NNS: nonstandard not specified;38;(# 9nst#)|(# 9nst#)|(9nst)|(9nst)|(9nst)|(9nst\.)|(#9nst#)|(#9nst #)|(# 9nst#)|(#9nst)|(9wohl/woll);%#%;9nst;test3;v2_9;4
44;44;44;113;9nst.;1;9;%;N;NS;nonstandard;not specified;%NNS: nonstandard not specified;38;(# 9nst#)|(# 9nst#)|(9nst)|(9nst)|(9nst)|(9nst\.)|(#9nst#)|(#9nst #)|(# 9nst#)|(#9nst)|(9wohl/woll);%#%;9nst\.;test3;v2_9;5
45;45;45;NA;#9nst#;1;1;%;N;NS;nonstandard;not specified;%NNS: nonstandard not specified;38;(# 9nst#)|(# 9nst#)|(9nst)|(9nst)|(9nst)|(9nst\.)|(#9nst#)|(#9nst #)|(# 9nst#)|(#9nst)|(9wohl/woll);%#%;#9nst#;test3;v2_9;6
46;46;46;NA;#9nst #;1;1;%;N;NS;nonstandard;not specified;%NNS: nonstandard not specified;38;(# 9nst#)|(# 9nst#)|(9nst)|(9nst)|(9nst)|(9nst\.)|(#9nst#)|(#9nst #)|(# 9nst#)|(#9nst)|(9wohl/woll);%#%;#9nst #;test3;v2_9;7
47;47;47;NA;# 9nst#;1;1;%;N;NS;nonstandard;not specified;%NNS: nonstandard not specified;38;(# 9nst#)|(# 9nst#)|(9nst)|(9nst)|(9nst)|(9nst\.)|(#9nst#)|(#9nst #)|(# 9nst#)|(#9nst)|(9wohl/woll);%#%;# 9nst#;test3;v2_9;7
48;48;48;NA;#9nst;1;1;%;N;NS;nonstandard;not specified;%NNS: nonstandard not specified;38;(# 9nst#)|(# 9nst#)|(9nst)|(9nst)|(9nst)|(9nst\.)|(#9nst#)|(#9nst #)|(# 9nst#)|(#9nst)|(9wohl/woll);%#%;#9nst;test3;v2_9;5
49;49;49;65;9double feminine, nst;1;9;%;N;GN;nonstandard;gender;%NGN: nonstandard gender;39;(9double feminine, nst)|(9nst gen)|(#9nst gen#)|(#9 nst gen#)|(#9nst gen)|(9ns gen);%#%;9double feminine, nst;test3;v2_9;21
50;50;50;77;9nst gen;1;9;%;N;GN;nonstandard;gender;%NGN: nonstandard gender;39;(9double feminine, nst)|(9nst gen)|(#9nst gen#)|(#9 nst gen#)|(#9nst gen)|(9ns gen);%#%;9nst gen;test3;v2_9;8
51;51;51;NA;#9nst gen#;1;1;%;N;GN;nonstandard;gender;%NGN: nonstandard gender;39;(9double feminine, nst)|(9nst gen)|(#9nst gen#)|(#9 nst gen#)|(#9nst gen)|(9ns gen);%#%;#9nst gen#;test3;v2_9;10
52;52;52;NA;#9 nst gen#;1;1;%;N;GN;nonstandard;gender;%NGN: nonstandard gender;39;(9double feminine, nst)|(9nst gen)|(#9nst gen#)|(#9 nst gen#)|(#9nst gen)|(9ns gen);%#%;#9 nst gen#;test3;v2_9;11
53;53;53;NA;#9nst gen;1;1;%;N;GN;nonstandard;gender;%NGN: nonstandard gender;39;(9double feminine, nst)|(9nst gen)|(#9nst gen#)|(#9 nst gen#)|(#9nst gen)|(9ns gen);%#%;#9nst gen;test3;v2_9;9
54;54;54;NA;#9nst i.o.#;1;1;%;N;IO;nonstandard;i.o.;%NIO: nonstandard i.o.;40;(#9nst i\.o\.#);%#%;#9nst i\.o\.#;test3;v2_9;11
100;100;100;NA;#9nst pers#;1;1;%;N;PE;nonstandard;person;%NPE: nonstandard person;41;(#9nst pers#)|(<#NPE#>)|(9nst pers);%#%;#9nst pers#;test3;v2_9;11
94;94;94;NA;#9nst pro#;1;1;%;N;PO;nonstandard;pronoun;%NPO: nonstandard pronoun;42;(#9nst pro#);%#%;#9nst pro#;test3;v2_9;10
101;101;101;7;# 9nst prep#;1;9;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;43;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#)|(<#NPR#>);%#%;# 9nst prep#;test3;v2_9;12
102;102;102;18;# 9nst prep#;1;9;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;43;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#)|(<#NPR#>);%#%;# 9nst prep#;test3;v2_9;12
103;103;103;36;9nst prep;1;9;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;43;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#)|(<#NPR#>);%#%;9nst prep;test3;v2_9;9
104;104;104;37;9nst prep;1;9;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;43;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#)|(<#NPR#>);%#%;9nst prep;test3;v2_9;9
105;105;105;43;9nst prep;1;9;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;43;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#)|(<#NPR#>);%#%;9nst prep;test3;v2_9;9
106;106;106;105;9nst prep?@.;1;9;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;43;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#)|(<#NPR#>);%#%;9nst prep\?@\.;test3;v2_9;12
107;107;107;106;9nst prep.;1;9;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;43;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#)|(<#NPR#>);%#%;9nst prep\.;test3;v2_9;10
108;108;108;151;9nst prep;1;9;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;43;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#)|(<#NPR#>);%#%;9nst prep;test3;v2_9;9
109;109;109;NA;#9nst prep#;1;1;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;43;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#)|(<#NPR#>);%#%;#9nst prep#;test3;v2_9;11
110;110;110;NA;#9nst prep.#;1;1;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;43;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#)|(<#NPR#>);%#%;#9nst prep\.#;test3;v2_9;12
111;111;111;NA;#9nst prep #;1;1;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;43;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#)|(<#NPR#>);%#%;#9nst prep #;test3;v2_9;12
112;112;112;NA;# 9nst prep#;1;1;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;43;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#)|(<#NPR#>);%#%;# 9nst prep#;test3;v2_9;12
113;113;113;NA;#9nst passive#;1;1;%;N;PS;nonstandard;passive;%NPS: nonstandard passive;44;(#9nst passive#)|(#9nst passive\?#);%#%;#9nst passive#;test3;v2_9;14
114;114;114;NA;#9nst passive?#;1;1;%;N;PS;nonstandard;passive;%NPS: nonstandard passive;44;(#9nst passive#)|(#9nst passive\?#);%#%;#9nst passive\?#;test3;v2_9;15
115;115;115;61;9nst poss.;1;9;%;N;PV;nonstandard;possessive;%NPV: nonstandard possessive;45;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#);%#%;9nst poss\.;test3;v2_9;10
116;116;116;66;9nst poss;1;9;%;N;PV;nonstandard;possessive;%NPV: nonstandard possessive;45;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#);%#%;9nst poss;test3;v2_9;9
117;117;117;NA;#9 nst poss#;1;1;%;N;PV;nonstandard;possessive;%NPV: nonstandard possessive;45;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#);%#%;#9 nst poss#;test3;v2_9;12
118;118;118;NA;#9nst poss#;1;1;%;N;PV;nonstandard;possessive;%NPV: nonstandard possessive;45;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#);%#%;#9nst poss#;test3;v2_9;11
122;122;122;10;9rel;1;9;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;46;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);%#%;9rel;test3;v2_9;4
123;123;123;34;9rel;1;9;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;46;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);%#%;9rel;test3;v2_9;4
124;124;124;114;9nst rel;1;9;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;46;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);%#%;9nst rel;test3;v2_9;8
125;125;125;NA;#9rel;1;1;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;46;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);%#%;#9rel;test3;v2_9;5
126;126;126;NA;#9rel#;1;1;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;46;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);%#%;#9rel#;test3;v2_9;6
127;127;127;NA;#9nst rel#;1;1;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;46;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);%#%;#9nst rel#;test3;v2_9;10
128;128;128;NA;#9nst rel?#;1;1;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;46;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);%#%;#9nst rel\?#;test3;v2_9;11
129;129;129;NA;#9rel?#;1;1;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;46;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);%#%;#9rel\?#;test3;v2_9;7
130;130;130;125;9semantics;1;9;%;N;SM;nonstandard;semantics;%NSM: nonstandard semantics;47;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#)|(<#NSM#>);%#%;9semantics;test3;v2_9;10
131;131;131;NA;#9semantics;1;1;%;N;SM;nonstandard;semantics;%NSM: nonstandard semantics;47;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#)|(<#NSM#>);%#%;#9semantics;test3;v2_9;11
132;132;132;NA;#9semantics#;1;1;%;N;SM;nonstandard;semantics;%NSM: nonstandard semantics;47;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#)|(<#NSM#>);%#%;#9semantics#;test3;v2_9;12
133;133;133;NA;#9semantics of viel#;1;1;%;N;SM;nonstandard;semantics;%NSM: nonstandard semantics;47;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#)|(<#NSM#>);%#%;#9semantics of viel#;test3;v2_9;20
134;134;134;NA;#9semantics.#;1;1;%;N;SM;nonstandard;semantics;%NSM: nonstandard semantics;47;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#)|(<#NSM#>);%#%;#9semantics\.#;test3;v2_9;13
147;147;147;NA;#9nst verb#;1;1;%;N;VP;nonstandard;VP;%NVP: nonstandard VP;48;(#9nst verb#)|(<#NVP#>)|(9verb)|(9nst verb form);%#%;#9nst verb#;test3;v2_9;11
148;148;148;112;9nst w;1;9;%;N;WD;nonstandard;word;%NWD: nonstandard word;49;(9nst w);%#%;9nst w;test3;v2_9;6
149;149;149;81;9w o.;1;9;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;9w o\.;test3;v2_9;5
150;150;150;115;9w.o.;1;9;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;9w\.o\.;test3;v2_9;5
151;151;151;134;9nst w o;1;9;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;9nst w o;test3;v2_9;8
152;152;152;143;9nst w o;1;9;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;9nst w o;test3;v2_9;8
153;153;153;153;9nst w o;1;9;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;9nst w o;test3;v2_9;8
154;154;154;NA;#9nst w.o.#;1;1;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;#9nst w\.o\.#;test3;v2_9;11
155;155;155;NA;#9nst w o#;1;1;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;#9nst w o#;test3;v2_9;10
156;156;156;NA;#9nst w o.#;1;1;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;#9nst w o\.#;test3;v2_9;11
157;157;157;NA;#9nst w o. #;1;1;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;#9nst w o\. #;test3;v2_9;12
72;72;72;NA;#Pause#;4;2;%;P;AU;pause;NA;%PAU: pause NA;51;(#Pause#)|(…@)|(\.\.\.@)|(#\(P\)#);((...));#Pause#;test3;v2_9;7
73;73;73;NA;…@;4;1;%;P;AU;pause;NA;%PAU: pause NA;51;(#Pause#)|(…@)|(\.\.\.@)|(#\(P\)#);((...));…@;test3;v2_9;2
73;73;73;NA;...@;4;1;%;P;AU;pause;NA;%PAU: pause NA;51;(#Pause#)|(…@)|(\.\.\.@)|(#\(P\)#);((...));\.\.\.@;test3;v2_9;4
73;73;73;NA;#(P)#;4;1;%;P;AU;pause;NA;%PAU: pause NA;51;(#Pause#)|(…@)|(\.\.\.@)|(#\(P\)#);((...));#\(P\)#;test3;v2_9;5
NA;NA;NA;NA;<#NCA#>;1;NA;%;N;CA;nonstandard;case marking;%NCA: nonstandard case marking;52;(<#NCA#>);%#%;<#NCA#>;NA;v2_9;NA
NA;NA;NA;NA;<#NMO#>;1;1;%;N;MO;nonstandard;morphem;%NMO: nonstandard morphem;53;(<#NMO#>);%#%;<#NMO#>;NA;v2_9;NA
NA;NA;NA;NA;<#NPE#>;1;1;%;N;PE;nonstandard;person;%NPE: nonstandard person;41;(#9nst pers#)|(<#NPE#>)|(9nst pers);%#%;<#NPE#>;NA;v2_9;NA
NA;NA;NA;NA;<#NPR#>;1;1;%;N;PR;nonstandard;preposition;%NPR: nonstandard preposition;43;(# 9nst prep#)|(# 9nst prep#)|(9nst prep)|(9nst prep)|(9nst prep)|(9nst prep\?@\.)|(9nst prep\.)|(9nst prep)|(#9nst prep#)|(#9nst prep\.#)|(#9nst prep #)|(# 9nst prep#)|(<#NPR#>);%#%;<#NPR#>;NA;v2_9;NA
NA;NA;NA;NA;<#NRL#>;1;1;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;46;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);%#%;<#NRL#>;NA;v2_9;NA
NA;NA;NA;NA;<#NSM#>;1;1;%;N;SM;nonstandard;semantics;%NSM: nonstandard semantics;47;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#)|(<#NSM#>);%#%;<#NSM#>;NA;v2_9;NA
NA;NA;NA;NA;<#NSU#>;1;1;%;N;SU;nonstandard;subject;%NSU: nonstandard subject;54;(<#NSU#>);%#%;<#NSU#>;NA;v2_9;NA
NA;NA;NA;NA;<#NSY#>;1;1;%;N;SY;nonstandard;syntax;%NSY: nonstandard syntax;55;(<#NSY#>);%#%;<#NSY#>;NA;v2_9;NA
NA;NA;NA;NA;<#NVP#>;1;1;%;N;VP;nonstandard;VP;%NVP: nonstandard VP;48;(#9nst verb#)|(<#NVP#>)|(9verb)|(9nst verb form);%#%;<#NVP#>;NA;v2_9;NA
NA;NA;NA;NA;<#REP#>;1;NA;%;R;EP;repair;NA;%REP: repair NA;56;(<#REP#>);%#%;<#REP#>;NA;v2_9;NA
NA;NA;NA;NA;#90 modal?#;1;NA;%;0;MO;zero;modal;%0MO: zero modal;57;(#90 modal\?#)|(90 modal);NA;#90 modal\?#;NA;v2_9;11
NA;NA;NA;NA;#com: tape interrupted#;3;NA;%;C;OM;cmnt;tape interrupted;%COM: cmnt tape interrupted;58;(#com: tape interrupted#);NA;#com: tape interrupted#;NA;v2_9;23
NA;NA;NA;NA;#com: Luecke#;3;NA;%;C;OM;cmnt;Lücke;%COM: cmnt Lücke;59;(#com: Luecke#);NA;#com: Luecke#;NA;v2_9;13
NA;NA;NA;NA;#ahmt die Mundform nach#;3;NA;%;C;OM;cmnt;NA;%COM: cmnt NA;60;(#ahmt die Mundform nach#)|(#Bewegung der Hanteln#)|(#Streicheln#)|(#seufzen#)|(9ck Q or S)|(9check tape for speaker)|(unklar)|(unverstaenglich)|(9doesn't comprehend passive);NA;#ahmt die Mundform nach#;NA;v2_9;24
NA;NA;NA;NA;#Bewegung der Hanteln#;3;NA;%;C;OM;cmnt;NA;%COM: cmnt NA;60;(#ahmt die Mundform nach#)|(#Bewegung der Hanteln#)|(#Streicheln#)|(#seufzen#)|(9ck Q or S)|(9check tape for speaker)|(unklar)|(unverstaenglich)|(9doesn't comprehend passive);NA;#Bewegung der Hanteln#;NA;v2_9;22
NA;NA;NA;NA;#die zeigt auf den dicken Mann#;3;NA;%;C;OM;cmnt;zeigen;%COM: cmnt zeigen;61;(#die zeigt auf den dicken Mann#);NA;#die zeigt auf den dicken Mann#;NA;v2_9;31
NA;NA;NA;NA;#Streicheln#;3;NA;%;C;OM;cmnt;NA;%COM: cmnt NA;60;(#ahmt die Mundform nach#)|(#Bewegung der Hanteln#)|(#Streicheln#)|(#seufzen#)|(9ck Q or S)|(9check tape for speaker)|(unklar)|(unverstaenglich)|(9doesn't comprehend passive);NA;#Streicheln#;NA;v2_9;12
NA;NA;NA;NA;#seufzen#;3;NA;%;C;OM;cmnt;NA;%COM: cmnt NA;60;(#ahmt die Mundform nach#)|(#Bewegung der Hanteln#)|(#Streicheln#)|(#seufzen#)|(9ck Q or S)|(9check tape for speaker)|(unklar)|(unverstaenglich)|(9doesn't comprehend passive);NA;#seufzen#;NA;v2_9;9
NA;NA;NA;NA;#9nst compar#;1;NA;%;N;CO;nonstandard;comparison;%NCO: nonstandard comparison;62;(#9nst compar#);NA;#9nst compar#;NA;v2_9;13
NA;NA;NA;NA;9nst modal;1;NA;%;N;MO;nonstandard;modal;%NMO: nonstandard modal;63;(9nst modal);NA;9nst modal;NA;v2_9;10
NA;NA;NA;NA;9rel;1;NA;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;46;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);NA;9rel;NA;v2_9;4
NA;NA;NA;NA;9poss 0 element;1;NA;%;N;PO;nonstandard;possessive;%NPO: nonstandard possessive;64;(9poss 0 element)|(9poss 0 rel)|(9poss 0 cop);NA;9poss 0 element;NA;v2_9;15
NA;NA;NA;NA;9ck Q or S;3;NA;%;C;OM;cmnt;NA;%COM: cmnt NA;60;(#ahmt die Mundform nach#)|(#Bewegung der Hanteln#)|(#Streicheln#)|(#seufzen#)|(9ck Q or S)|(9check tape for speaker)|(unklar)|(unverstaenglich)|(9doesn't comprehend passive);NA;9ck Q or S;NA;v2_9;10
NA;NA;NA;NA;90 cop;1;NA;%;0;CO;zero;copula;%0CO: zero copula;65;(90 cop);NA;90 cop;NA;v2_9;6
NA;NA;NA;NA;9poss 0 rel;1;NA;%;N;PO;nonstandard;possessive;%NPO: nonstandard possessive;64;(9poss 0 element)|(9poss 0 rel)|(9poss 0 cop);NA;9poss 0 rel;NA;v2_9;11
NA;NA;NA;NA;90 modal;1;NA;%;0;MO;zero;modal;%0MO: zero modal;57;(#90 modal\?#)|(90 modal);NA;90 modal;NA;v2_9;8
NA;NA;NA;NA;9w o;1;NA;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;50;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);NA;9w o;NA;v2_9;4
NA;NA;NA;NA;9wohl/woll;3;NA;%;N;NS;nonstandard;not specified;%NNS: nonstandard not specified;38;(# 9nst#)|(# 9nst#)|(9nst)|(9nst)|(9nst)|(9nst\.)|(#9nst#)|(#9nst #)|(# 9nst#)|(#9nst)|(9wohl/woll);NA;9wohl/woll;NA;v2_9;10
NA;NA;NA;NA;9poss 0 cop;1;NA;%;N;PO;nonstandard;possessive;%NPO: nonstandard possessive;64;(9poss 0 element)|(9poss 0 rel)|(9poss 0 cop);NA;9poss 0 cop;NA;v2_9;11
NA;NA;NA;NA;9check tape for speaker;3;NA;%;C;OM;cmnt;NA;%COM: cmnt NA;60;(#ahmt die Mundform nach#)|(#Bewegung der Hanteln#)|(#Streicheln#)|(#seufzen#)|(9ck Q or S)|(9check tape for speaker)|(unklar)|(unverstaenglich)|(9doesn't comprehend passive);NA;9check tape for speaker;NA;v2_9;23
NA;NA;NA;NA;90  subj;1;NA;%;0;SU;zero;subject;%0SU: zero subject;12;(90 subj\.)|(9ck 0 subj\.)|(90 subj)|(90 subj)|(90 subj)|(#90 subj#)|(#90 subj)|(#90 sub#)|(#9 0 subj#)|(#90 subj\.#)|(90  subj);NA;90  subj;NA;v2_9;8
NA;NA;NA;NA;9nst pers;1;NA;%;N;PE;nonstandard;person;%NPE: nonstandard person;41;(#9nst pers#)|(<#NPE#>)|(9nst pers);NA;9nst pers;NA;v2_9;9
NA;NA;NA;NA;9ns gen;1;NA;%;N;GN;nonstandard;gender;%NGN: nonstandard gender;39;(9double feminine, nst)|(9nst gen)|(#9nst gen#)|(#9 nst gen#)|(#9nst gen)|(9ns gen);NA;9ns gen;NA;v2_9;7
NA;NA;NA;NA;9nst passive;1;NA;%;N;PA;nonstandard;passive;%NPA: nonstandard passive;66;(9nst passive);NA;9nst passive;NA;v2_9;12
NA;NA;NA;NA;9verb;1;NA;%;N;VP;nonstandard;VP;%NVP: nonstandard VP;48;(#9nst verb#)|(<#NVP#>)|(9verb)|(9nst verb form);NA;9verb;NA;v2_9;5
NA;NA;NA;NA;9nst compar;1;NA;%;N;CM;nonstandard;comparison;%NCM: nonstandard comparison;34;(#9nst compar\.#)|(#9nst compar#)|(9nst compar);NA;9nst compar;NA;v2_9;11
NA;NA;NA;NA;9neg;1;NA;%;N;NN;nonstandard;negation;%NNN: nonstandard negation;67;(9neg);NA;9neg;NA;v2_9;4
NA;NA;NA;NA;90 aux;1;NA;%;0;AU;zero;auxiliary;%0AU: zero auxiliary;4;(#90 aux #)|(#90 aux\?#)|(90 aux);NA;90 aux;NA;v2_9;6
